Timestamp,Sum of Losses,Number of Nodes,Average Data Quantity,Training Data Size
2024-12-18T22:36:07Z,154905.709687,881,535.269231,236589
2024-12-18T22:38:10Z,155101.434941,883,534.058691,236588
2024-12-18T22:44:59Z,155203.935074,885,532.853604,236587
2024-12-18T22:46:38Z,155292.254744,887,531.653933,236586
2024-12-18T22:48:21Z,155205.952021,889,530.457399,236584
2024-12-18T23:04:59Z,155073.890855,891,529.259508,236579
2024-12-18T23:06:43Z,155220.163494,893,528.064732,236573
2024-12-18T23:08:37Z,155133.118634,895,526.886414,236572
2024-12-18T23:10:43Z,154990.382601,897,525.708889,236569
2024-12-18T23:13:06Z,155038.946221,899,524.541020,236568
2024-12-18T23:15:29Z,155047.904475,901,523.376106,236566
2024-12-18T23:42:07Z,155135.063661,903,522.216336,236564
2024-12-18T23:43:47Z,155174.172716,905,521.063877,236563
2024-12-18T23:45:30Z,155354.816919,907,519.916484,236562
2024-12-18T23:47:14Z,155431.494741,909,518.769737,236559
2024-12-18T23:54:11Z,155101.916364,911,517.617068,236551
2024-12-18T23:56:34Z,154904.416400,913,516.484716,236550
2024-12-18T23:58:48Z,154850.622392,915,514.638344,236219
2024-12-19T00:21:06Z,155050.076385,917,513.515217,236217
2024-12-19T00:23:27Z,154942.536885,919,512.396963,236215
2024-12-19T00:25:48Z,154790.189458,921,511.281385,236212
2024-12-19T00:27:43Z,154827.942444,923,510.174946,236211
2024-12-19T00:29:35Z,154984.324941,925,509.068966,236208
2024-12-19T00:31:37Z,154768.101295,927,507.574194,236022
2024-12-19T00:34:03Z,154568.719577,929,506.476395,236018
2024-12-19T00:36:26Z,154467.650684,931,505.379015,236012
2024-12-19T00:38:48Z,154522.345778,933,504.294872,236010
2024-12-19T00:41:10Z,154618.864637,935,503.181237,235992
2024-12-19T00:43:29Z,154594.778801,937,502.108511,235991
2024-12-19T00:45:49Z,154701.601522,939,500.961783,235953
2024-12-19T00:53:06Z,154628.090162,941,499.898305,235952
2024-12-19T00:55:25Z,154314.979602,943,498.837209,235950
2024-12-19T00:57:39Z,154238.825307,945,497.780591,235948
2024-12-19T01:19:13Z,154469.967347,947,496.724211,235944
2024-12-19T01:20:43Z,154635.058291,949,495.449580,235834
2024-12-19T01:22:12Z,154747.745938,951,494.408805,235833
2024-12-19T01:23:43Z,154862.473524,953,493.364017,235828
2024-12-19T01:25:28Z,154685.954337,955,492.329854,235826
2024-12-19T01:27:13Z,154357.617824,957,491.295833,235822
2024-12-19T01:29:17Z,154389.000711,959,490.272349,235821
2024-12-19T01:36:07Z,154404.727415,961,489.253112,235820
2024-12-19T01:37:50Z,154199.907329,963,487.743271,235580
2024-12-19T01:39:31Z,154252.251909,965,486.706612,235566
2024-12-19T02:01:44Z,154205.333913,967,485.694845,235562
2024-12-19T02:04:05Z,154433.293567,969,484.534979,235484
2024-12-19T02:06:22Z,154683.923973,971,483.525667,235477
2024-12-19T02:08:38Z,154648.575659,973,482.524590,235472
2024-12-19T02:10:56Z,154546.989714,975,481.527607,235467
2024-12-19T02:13:08Z,154214.435290,977,480.536735,235463
2024-12-19T02:25:25Z,154099.009108,979,479.547862,235458
2024-12-19T02:27:44Z,154040.147401,981,478.571138,235457
2024-12-19T02:30:01Z,153966.280981,983,477.596349,235455
2024-12-19T02:32:19Z,153840.306753,985,476.627530,235454
2024-12-19T02:34:38Z,154129.442467,987,475.624242,235434
2024-12-19T02:36:57Z,154561.471649,989,474.570565,235387
2024-12-19T02:39:17Z,154485.924585,991,473.599598,235379
2024-12-19T02:41:35Z,154176.794836,993,472.166667,235139
2024-12-19T02:43:52Z,154016.928223,995,471.218437,235138
2024-12-19T02:46:15Z,154139.255429,997,470.274000,235137
2024-12-19T02:48:33Z,154286.038193,999,469.333333,235136
2024-12-19T02:50:51Z,153829.055925,1001,468.386454,235130
2024-12-19T02:53:07Z,153695.750611,1003,467.453280,235129
2024-12-19T02:55:27Z,154353.951592,1005,466.501984,235117
2024-12-19T02:57:46Z,154518.512043,1007,465.576238,235116
2024-12-19T03:00:05Z,153970.549109,1009,464.642292,235109
2024-12-19T03:02:22Z,153544.188945,1011,463.719921,235106
2024-12-19T03:04:31Z,149013.470559,1013,451.895669,229563
2024-12-19T03:06:40Z,148003.274020,1015,450.477407,229293
2024-12-19T03:08:50Z,147801.004993,1017,449.576471,229284
2024-12-19T03:10:56Z,148146.802267,1019,448.694716,229283
2024-12-19T03:13:06Z,148166.964785,1021,447.816406,229282
2024-12-19T03:15:01Z,147965.636404,1023,446.941520,229281
2024-12-19T03:16:52Z,148007.758240,1025,446.040856,229265
2024-12-19T03:18:41Z,148040.792719,1027,445.168932,229262
2024-12-19T03:20:38Z,147817.316917,1029,443.903101,229054
2024-12-19T03:22:49Z,147960.717691,1031,443.042553,229053
2024-12-19T03:25:03Z,147936.870559,1033,442.179537,229049
2024-12-19T03:27:13Z,147953.176649,1035,441.325626,229048
2024-12-19T03:29:11Z,148137.540543,1037,440.475000,229047
2024-12-19T03:31:09Z,148025.185760,1039,439.618042,229041
2024-12-19T03:33:09Z,147951.860552,1041,438.766284,229036
2024-12-19T03:35:20Z,148053.800640,1043,437.923518,229034
2024-12-19T03:37:30Z,148240.345861,1045,437.085878,229033
2024-12-19T03:39:41Z,148375.411566,1047,436.247619,229030
2024-12-19T03:41:53Z,147901.066009,1049,435.385932,229013
2024-12-19T03:44:04Z,147737.668765,1051,434.548387,229007
2024-12-19T03:46:14Z,147926.914618,1053,433.712121,229000
2024-12-19T03:48:25Z,147817.109235,1055,432.875236,228991
2024-12-19T03:50:37Z,147937.335935,1057,431.920755,228918
2024-12-19T03:52:48Z,147940.715326,1059,431.101695,228915
2024-12-19T03:54:59Z,147755.566914,1061,430.289474,228914
2024-12-19T03:57:09Z,147746.358962,1063,429.480300,228913
2024-12-19T03:59:19Z,147730.513114,1065,428.496255,228817
2024-12-19T04:01:31Z,147820.006820,1067,427.626168,228780
2024-12-19T04:03:42Z,147892.542507,1069,426.822761,228777
2024-12-19T04:05:54Z,147654.469729,1071,426.024209,228775
2024-12-19T04:08:05Z,147552.006337,1073,425.100372,228704
2024-12-19T04:10:13Z,147522.651307,1075,424.307978,228702
2024-12-19T04:12:21Z,147706.882947,1077,423.512963,228697
2024-12-19T04:14:32Z,147997.903081,1079,422.726433,228695
2024-12-19T04:16:43Z,147625.160167,1081,421.920664,228681
2024-12-19T04:18:51Z,147533.810709,1083,421.138122,228678
2024-12-19T04:20:59Z,147311.941591,1085,420.358456,228675
2024-12-19T04:23:07Z,147342.812472,1087,419.585321,228674
2024-12-19T04:25:15Z,147631.755077,1089,418.815018,228673
2024-12-19T04:27:23Z,147602.977266,1091,418.047532,228672
2024-12-19T04:29:32Z,147888.009349,1093,417.282847,228671
2024-12-19T04:31:39Z,147524.663151,1095,416.520947,228670
2024-12-19T04:33:48Z,147284.349418,1097,415.709091,228640
2024-12-19T04:35:56Z,147583.459782,1099,414.941924,228633
2024-12-19T04:38:04Z,147634.782565,1101,414.188406,228632
2024-12-19T04:40:12Z,147670.374262,1103,413.437613,228631
2024-12-19T04:42:10Z,147719.871087,1105,412.689531,228630
2024-12-19T04:44:04Z,147693.919905,1107,411.936937,228625
2024-12-19T04:45:57Z,147701.405885,1109,411.192446,228623
2024-12-19T04:48:07Z,147810.043917,1111,410.447038,228619
2024-12-19T04:50:14Z,147475.906580,1113,409.707885,228617
2024-12-19T04:52:20Z,147566.631878,1115,408.973166,228616
2024-12-19T04:54:30Z,147570.153378,1117,408.239286,228614
2024-12-19T04:56:39Z,147486.676907,1119,407.500891,228608
2024-12-19T04:58:46Z,147761.877652,1121,406.709964,228571
2024-12-19T05:00:53Z,147667.388450,1123,405.902309,228523
2024-12-19T05:03:02Z,147493.027789,1125,405.177305,228520
2024-12-19T05:05:11Z,147332.763835,1127,404.454867,228517
2024-12-19T05:07:19Z,147224.367555,1129,403.734982,228514
2024-12-19T05:09:18Z,147412.511566,1131,403.014109,228509
2024-12-19T05:11:11Z,147637.384023,1133,402.278169,228494
2024-12-19T05:13:04Z,147512.963965,1135,401.558875,228487
2024-12-19T05:15:10Z,147516.524114,1137,400.852632,228486
2024-12-19T05:17:19Z,147655.355508,1139,400.010508,228406
2024-12-19T05:19:28Z,147627.801745,1141,399.300699,228400
2024-12-19T05:21:36Z,147488.258518,1143,398.600349,228398
2024-12-19T05:23:46Z,147493.706342,1145,397.837979,228359
2024-12-19T05:25:54Z,147421.292245,1147,397.111304,228339
2024-12-19T05:28:00Z,147458.980946,1149,396.420139,228338
2024-12-19T05:30:05Z,147506.894915,1151,395.729636,228336
2024-12-19T05:32:13Z,147378.287484,1153,395.041522,228334
2024-12-19T05:34:18Z,147425.855727,1155,394.350604,228329
2024-12-19T05:36:26Z,147415.779627,1157,393.665517,228326
2024-12-19T05:38:32Z,147423.631404,1159,392.986231,228325
2024-12-19T05:40:41Z,147538.892325,1161,392.305842,228322
2024-12-19T05:42:47Z,147396.378769,1163,391.593482,228299
2024-12-19T05:44:54Z,147396.433573,1165,390.837329,228249
2024-12-19T05:47:01Z,146881.669584,1167,390.152137,228239
2024-12-19T05:49:08Z,146739.634617,1169,389.482935,228237
2024-12-19T05:51:14Z,147150.032787,1171,388.773424,228210
2024-12-19T05:52:51Z,146910.507904,1173,388.110544,228209
2024-12-19T05:54:26Z,146813.897815,1175,386.833616,227845
2024-12-19T05:56:02Z,147173.210170,1177,386.174576,227843
2024-12-19T05:57:51Z,147131.196094,1179,385.510998,227837
2024-12-19T05:59:42Z,147062.725758,1181,384.858108,227836
2024-12-19T06:06:29Z,147132.880418,1183,384.205734,227834
2024-12-19T06:08:15Z,147144.518899,1185,383.545455,227826
2024-12-19T06:10:12Z,146886.293785,1187,382.899160,227825
2024-12-19T06:12:03Z,146799.864654,1189,382.251678,227822
2024-12-19T06:13:47Z,146489.657672,1191,381.609715,227821
2024-12-19T06:15:22Z,146520.006245,1193,380.966555,227818
2024-12-19T06:31:58Z,147065.230629,1195,380.327212,227816
2024-12-19T06:33:34Z,146841.255106,1197,379.681667,227809
2024-12-19T06:35:19Z,146734.450641,1199,379.046589,227807
2024-12-19T06:37:09Z,147118.100021,1201,378.413621,227805
2024-12-19T07:03:46Z,147370.275846,1203,377.777778,227800
2024-12-19T07:05:17Z,147239.521761,1205,377.089404,227762
2024-12-19T07:06:48Z,147124.988292,1207,376.462810,227760
2024-12-19T07:08:19Z,147227.353582,1209,375.808581,227740
2024-12-19T07:14:44Z,147233.011942,1211,375.186161,227738
2024-12-19T07:16:10Z,147039.588477,1213,374.567434,227737
2024-12-19T07:17:35Z,146666.468633,1215,373.914614,227714
2024-12-19T07:19:01Z,146729.484865,1217,373.295082,227710
2024-12-19T07:20:29Z,147017.353480,1219,372.682488,227709
2024-12-19T07:22:05Z,146833.115075,1221,372.071895,227708
2024-12-19T07:23:42Z,146787.690748,1223,371.463295,227707
2024-12-19T07:25:18Z,147050.203575,1225,370.809446,227677
2024-12-19T07:51:49Z,147125.224842,1227,370.204878,227676
2024-12-19T07:53:19Z,147104.988096,1229,369.602273,227675
2024-12-19T07:54:51Z,147102.584405,1231,369.001621,227674
2024-12-19T07:56:22Z,146961.083182,1233,368.402913,227673
2024-12-19T07:57:56Z,147012.273981,1235,367.798061,227667
2024-12-19T07:59:27Z,147087.385150,1237,367.203226,227666
2024-12-19T08:01:02Z,147058.413919,1239,366.599034,227658
2024-12-19T08:02:47Z,147014.268279,1241,366.000000,227652
2024-12-19T08:24:32Z,146719.634583,1243,365.401284,227645
2024-12-19T08:26:07Z,146791.532160,1245,364.814103,227644
2024-12-19T08:27:34Z,147111.836200,1247,364.228800,227643
2024-12-19T08:29:02Z,146980.101217,1249,363.643770,227641
2024-12-19T08:30:32Z,146817.754430,1251,363.043062,227628
2024-12-19T08:32:07Z,146739.458489,1253,362.426752,227604
2024-12-19T08:33:42Z,146749.631298,1255,361.790143,227566
2024-12-19T08:35:20Z,146912.940118,1257,361.211111,227563
2024-12-19T08:41:53Z,147007.791630,1259,360.637084,227562
2024-12-19T08:43:25Z,147050.405833,1261,360.061709,227559
2024-12-19T08:44:56Z,147092.993098,1263,359.491311,227558
2024-12-19T08:46:33Z,147188.733884,1265,358.922713,227557
2024-12-19T08:48:11Z,146651.733816,1267,358.168504,227437
2024-12-19T08:49:49Z,146499.043376,1269,357.603774,227436
2024-12-19T08:51:24Z,146855.304028,1271,357.037677,227433
2024-12-19T08:52:55Z,146781.141263,1273,356.476489,227432
2024-12-19T08:54:27Z,146874.665793,1275,355.913928,227429
2024-12-19T08:55:52Z,146991.859217,1277,355.356250,227428
2024-12-19T08:57:26Z,146734.317022,1279,354.800312,227427
2024-12-19T08:59:02Z,146527.356058,1281,354.196262,227394
2024-12-19T09:00:38Z,146672.316239,1283,353.643857,227393
2024-12-19T09:02:21Z,146742.945088,1285,353.066770,227375
2024-12-19T09:03:57Z,146746.885290,1287,352.517829,227374
2024-12-19T09:05:39Z,146976.211232,1289,351.970588,227373
2024-12-19T09:22:22Z,146902.341694,1291,351.421947,227370
2024-12-19T09:23:58Z,146524.362229,1293,350.864198,227360
2024-12-19T09:25:30Z,146674.353086,1295,350.318952,227357
2024-12-19T09:26:57Z,146743.956640,1297,349.778462,227356
2024-12-19T09:28:28Z,146822.206632,1299,349.236559,227353
2024-12-19T09:29:58Z,146978.614629,1301,348.693252,227348
2024-12-19T09:31:33Z,146632.650707,1303,348.157734,227347
2024-12-19T09:33:26Z,146434.147774,1305,347.623853,227346
2024-12-19T09:45:05Z,146792.696149,1307,347.083969,227340
2024-12-19T09:46:50Z,146904.318601,1309,346.551829,227338
2024-12-19T09:48:29Z,146740.546288,1311,346.022831,227337
2024-12-19T09:55:03Z,146749.250259,1313,345.433131,227295
2024-12-19T09:56:36Z,146510.082392,1315,344.907436,227294
2024-12-19T09:58:03Z,146476.751001,1317,344.381818,227292
2024-12-19T09:59:31Z,146523.061065,1319,343.857791,227290
2024-12-19T10:06:07Z,146638.484576,1321,343.336858,227289
2024-12-19T10:07:38Z,146992.456711,1323,342.817496,227288
2024-12-19T10:09:09Z,146926.002033,1325,342.292169,227282
2024-12-19T10:10:40Z,146370.552580,1327,341.769925,227277
2024-12-19T10:17:27Z,146477.603059,1329,341.231231,227260
2024-12-19T10:19:05Z,146763.168426,1331,340.716642,227258
2024-12-19T10:20:42Z,146712.360452,1333,340.202096,227255
2024-12-19T10:27:20Z,146921.276067,1335,339.692078,227254
2024-12-19T10:28:54Z,146882.661956,1337,339.183582,227253
2024-12-19T10:30:25Z,146888.767888,1339,338.676602,227252
2024-12-19T10:31:56Z,146873.904907,1341,338.171131,227251
2024-12-19T18:28:59Z,146675.030855,1343,337.652303,227240
2024-12-19T18:30:34Z,146640.317686,1345,337.139466,227232
2024-12-19T18:32:10Z,146945.653989,1347,336.637037,227230
2024-12-19T18:33:45Z,146636.186521,1349,336.136095,227228
2024-12-19T18:50:19Z,146262.996598,1351,335.638109,227227
2024-12-19T18:51:53Z,146819.987591,1353,335.141593,227226
2024-12-19T18:53:31Z,146873.240954,1355,334.640648,227221
2024-12-19T18:55:08Z,146654.829580,1357,334.147059,227220
2024-12-19T18:56:52Z,146719.985501,1359,333.654919,227219
2024-12-19T18:58:36Z,146743.586637,1361,333.099707,227174
2024-12-19T19:00:26Z,146861.175887,1363,332.308931,226967
2024-12-19T19:07:02Z,146682.005320,1365,331.821637,226966
2024-12-19T19:08:38Z,146415.012512,1367,331.310949,226948
2024-12-19T19:10:11Z,146588.460263,1369,330.826531,226947
2024-12-19T19:11:44Z,146634.857772,1371,330.343523,226946
2024-12-19T19:18:20Z,146347.157674,1373,329.851744,226938
2024-12-19T19:19:58Z,146194.820524,1375,329.368650,226935
2024-12-19T19:21:42Z,146423.944147,1377,328.889855,226934
2024-12-19T19:23:21Z,146700.967806,1379,328.410999,226932
2024-12-19T19:45:05Z,146573.930798,1381,327.934971,226931
2024-12-19T19:46:59Z,146479.765227,1383,327.443001,226918
2024-12-19T19:49:06Z,146706.997842,1385,326.968300,226916
2024-12-19T19:50:49Z,146602.315119,1387,326.489209,226910
2024-12-19T19:52:30Z,146478.280248,1389,326.017241,226908
2024-12-19T19:54:04Z,146558.786840,1391,325.548063,226907
2024-12-19T19:55:45Z,146517.976469,1393,325.075931,226903
2024-12-19T19:57:26Z,146556.033577,1395,324.609442,226902
2024-12-19T19:59:10Z,146760.881858,1397,324.144286,226901
2024-12-19T20:00:52Z,146666.142797,1399,323.677603,226898
2024-12-19T20:02:36Z,146101.722433,1401,323.215100,226897
2024-12-19T20:04:29Z,145970.417334,1403,322.749644,226893
2024-12-19T20:06:30Z,145827.302828,1405,322.289773,226892
2024-12-19T20:08:17Z,144934.956785,1407,323.889362,228342
2024-12-19T20:09:55Z,145589.356035,1409,321.375354,226891
2024-12-19T20:11:26Z,146128.162951,1411,320.919378,226890
2024-12-19T20:12:57Z,145794.595415,1413,320.459040,226885
2024-12-19T20:24:28Z,145916.306869,1415,320.005642,226884
2024-12-19T20:25:58Z,146032.655336,1417,319.547887,226879
2024-12-19T20:27:26Z,145844.878195,1419,319.091421,226874
2024-12-19T20:28:55Z,145798.317798,1421,318.634831,226868
2024-12-19T20:50:40Z,145457.674847,1423,317.319776,226249
2024-12-19T20:52:29Z,145453.948183,1425,316.873950,226248
2024-12-19T20:54:13Z,145404.166138,1427,316.429371,226247
2024-12-19T21:00:55Z,145428.730754,1429,315.986034,226246
2024-12-19T21:02:36Z,145466.175455,1431,315.534170,226238
2024-12-19T21:04:18Z,145277.771385,1433,315.093315,226237
2024-12-19T21:06:00Z,145101.597000,1435,314.652295,226235
2024-12-19T21:07:43Z,145258.063121,1437,314.211111,226232
2024-12-19T21:09:18Z,145397.850496,1439,313.773925,226231
2024-12-19T21:10:53Z,145244.105981,1441,313.337950,226230
2024-12-19T21:27:28Z,144944.581479,1443,312.836791,226181
2024-12-19T21:29:02Z,145043.221945,1445,312.403315,226180
2024-12-19T21:30:37Z,145134.655442,1447,311.969655,226178
2024-12-19T21:32:13Z,145039.238524,1449,311.522039,226165
2024-12-19T21:59:07Z,145029.598722,1451,311.092160,226164
2024-12-19T22:00:49Z,144834.546824,1453,310.663462,226163
2024-12-19T22:02:24Z,145037.859768,1455,310.234568,226161
2024-12-19T22:14:07Z,145029.448787,1457,309.808219,226160
2024-12-19T22:15:56Z,144664.278818,1459,309.378933,226156
2024-12-19T22:17:43Z,144852.112508,1461,308.937158,226142
2024-12-19T22:29:37Z,145096.754482,1463,308.510232,226138
2024-12-19T22:31:30Z,144997.059034,1465,308.088556,226137
2024-12-19T22:33:22Z,144994.685876,1467,307.663946,226133
2024-12-19T23:25:11Z,145222.950489,1469,307.240489,226129
2024-12-19T23:26:47Z,144910.290454,1471,306.820896,226127
2024-12-19T23:28:23Z,144856.047064,1473,306.403794,226126
2024-12-19T23:29:56Z,145254.539620,1475,305.949932,226097
2024-12-20T00:01:33Z,145438.202230,1477,305.535135,226096
2024-12-20T00:03:03Z,145449.517970,1479,305.109312,226086
2024-12-20T00:04:34Z,144987.252156,1481,304.694070,226083
2024-12-20T00:06:10Z,144682.078679,1483,304.267833,226071
2024-12-20T00:27:42Z,144811.275985,1485,303.852151,226066
2024-12-20T00:29:11Z,144952.568001,1487,303.437584,226061
2024-12-20T00:30:40Z,144985.737687,1489,303.029491,226060
2024-12-20T00:32:12Z,144873.397365,1491,302.611780,226051
2024-12-20T00:53:58Z,144818.782361,1493,302.205882,226050
2024-12-20T00:55:52Z,144745.319928,1495,301.798398,226047
2024-12-20T00:57:56Z,144561.324467,1497,301.393333,226045
2024-12-20T01:49:36Z,144201.885081,1499,300.925433,225995
2024-12-20T01:51:17Z,144348.531112,1501,303.630319,228330
2024-12-20T01:52:57Z,144339.245987,1503,303.225764,228329
2024-12-20T01:54:38Z,143934.359237,1505,302.822281,228328
2024-12-20T02:06:37Z,144195.009689,1507,299.166887,225871
2024-12-20T02:08:43Z,144694.360541,1509,298.769841,225870
2024-12-20T02:10:47Z,144798.536890,1511,298.355350,225855
2024-12-20T02:12:51Z,144439.323670,1513,297.893140,225803
2024-12-20T02:14:57Z,144481.548101,1515,297.494071,225798
2024-12-20T02:17:03Z,144709.759830,1517,297.093421,225791
2024-12-20T02:19:10Z,144561.443722,1519,296.701708,225790
2024-12-20T02:21:14Z,144706.926797,1521,296.308399,225787
2024-12-20T02:23:17Z,144466.118276,1523,295.868938,225748
2024-12-20T02:25:21Z,144685.183712,1525,295.468586,225738
2024-12-20T02:27:23Z,144962.724212,1527,295.075817,225733
2024-12-20T02:29:29Z,144850.540592,1529,294.687990,225731
2024-12-20T02:31:33Z,144810.565257,1531,294.302477,225730
2024-12-20T02:33:37Z,144723.067763,1533,293.917969,225729
2024-12-20T02:35:39Z,144527.354023,1535,293.530559,225725
2024-12-20T02:37:42Z,144420.997357,1537,293.148052,225724
2024-12-20T02:39:46Z,144503.394728,1539,292.766537,225723
2024-12-20T02:41:51Z,144591.888791,1541,292.382124,225719
2024-12-20T02:43:54Z,144721.374211,1543,291.989651,225708
2024-12-20T02:45:57Z,144746.161716,1545,291.611111,225707
2024-12-20T02:47:59Z,144838.383883,1547,291.232258,225705
2024-12-20T02:50:01Z,144367.898678,1549,290.855670,225704
2024-12-20T02:52:03Z,144240.590746,1551,290.480051,225703
2024-12-20T02:54:05Z,144783.750714,1553,290.102828,225700
2024-12-20T02:56:07Z,144757.758300,1555,289.727856,225698
2024-12-20T02:58:09Z,144404.816161,1557,289.325641,225674
2024-12-20T03:00:13Z,144329.460956,1559,288.943662,225665
2024-12-20T03:02:17Z,144420.093988,1561,288.565217,225658
2024-12-20T03:04:20Z,144436.392069,1563,288.195402,225657
2024-12-20T03:06:24Z,144315.381514,1565,287.826531,225656
2024-12-20T03:08:26Z,144505.892382,1567,287.454777,225652
2024-12-20T03:10:30Z,144745.868812,1569,287.048346,225620
2024-12-20T03:12:34Z,144446.534939,1571,286.679797,225617
2024-12-20T03:14:37Z,144568.914449,1573,286.310914,225613
2024-12-20T03:16:40Z,144803.214851,1575,285.942966,225609
2024-12-20T03:18:44Z,144685.551932,1577,285.578481,225607
2024-12-20T03:20:46Z,144727.275600,1579,285.214918,225605
2024-12-20T03:22:51Z,144778.326968,1581,284.853535,225604
2024-12-20T03:24:55Z,144668.912757,1583,284.469105,225584
2024-12-20T03:26:58Z,144030.667158,1585,283.652393,225220
2024-12-20T03:29:01Z,143971.346470,1587,283.286792,225213
2024-12-20T03:31:05Z,144139.182020,1589,282.902010,225190
2024-12-20T03:33:08Z,144226.745064,1591,282.544542,225188
2024-12-20T03:35:11Z,144164.217841,1593,282.189223,225187
2024-12-20T03:37:13Z,144101.948423,1595,281.808511,225165
2024-12-20T03:39:16Z,144244.378889,1597,281.386250,225109
2024-12-20T03:41:18Z,143736.830447,1599,280.681648,224826
2024-12-20T03:43:21Z,143600.725755,1601,280.330424,224825
2024-12-20T03:45:25Z,144034.566497,1603,279.980075,224824
2024-12-20T03:47:27Z,144319.556022,1605,279.630597,224823
2024-12-20T03:49:29Z,144082.002941,1607,279.272050,224814
2024-12-20T03:51:33Z,143860.803437,1609,278.923077,224812
2024-12-20T03:53:36Z,144003.278012,1611,278.574969,224810
2024-12-20T03:55:40Z,144080.868641,1613,278.226485,224807
2024-12-20T03:57:42Z,143410.754355,1615,277.881335,224806
2024-12-20T03:59:44Z,143302.180648,1617,277.533333,224802
2024-12-20T04:01:46Z,143802.973608,1619,277.189889,224801
2024-12-20T04:03:50Z,143813.462340,1621,276.847291,224800
2024-12-20T04:05:53Z,143899.096966,1623,276.505535,224799
2024-12-20T04:07:56Z,144083.182804,1625,276.164619,224798
2024-12-20T04:09:58Z,143945.816703,1627,275.802454,224779
2024-12-20T04:11:57Z,143795.000812,1629,275.463235,224778
2024-12-20T04:13:58Z,144012.321367,1631,275.124847,224777
2024-12-20T04:16:01Z,144183.754047,1633,274.783619,224773
2024-12-20T04:18:02Z,144038.270482,1635,274.440781,224767
2024-12-20T04:20:05Z,143855.257498,1637,274.103659,224765
2024-12-20T04:22:08Z,143892.215666,1639,273.768575,224764
2024-12-20T04:24:13Z,143788.688287,1641,273.430657,224760
2024-12-20T04:26:17Z,143941.907732,1643,273.095990,224758
2024-12-20T04:28:22Z,143838.624484,1645,272.739078,224737
2024-12-20T04:30:28Z,143668.732516,1647,272.376970,224711
2024-12-20T04:32:32Z,143838.331468,1649,272.023002,224691
2024-12-20T04:34:37Z,143969.198673,1651,271.690447,224688
2024-12-20T04:36:41Z,143862.333288,1653,271.358696,224685
2024-12-20T04:38:44Z,143707.725781,1655,271.007238,224665
2024-12-20T04:40:49Z,143902.478084,1657,270.679518,224664
2024-12-20T04:42:51Z,143845.541963,1659,270.350181,224661
2024-12-20T04:44:55Z,143718.684774,1661,270.024038,224660
2024-12-20T04:47:01Z,143739.445866,1663,269.690276,224652
2024-12-20T04:49:05Z,143283.879310,1665,269.364508,224650
2024-12-20T04:51:09Z,143329.657631,1667,268.976048,224595
2024-12-20T04:53:14Z,143862.517340,1669,268.653110,224594
2024-12-20T04:55:19Z,143550.906062,1671,268.330944,224593
2024-12-20T04:57:21Z,143479.583200,1673,268.009547,224592
2024-12-20T04:59:26Z,143652.083274,1675,267.678188,224582
2024-12-20T05:01:31Z,143716.605994,1677,267.358333,224581
2024-12-20T05:03:34Z,143840.622860,1679,267.033294,224575
2024-12-20T05:05:40Z,143561.077063,1681,266.681710,224546
2024-12-20T05:07:43Z,143539.856579,1683,266.364176,224545
2024-12-20T05:09:44Z,143841.337219,1685,266.046209,224543
2024-12-20T05:11:47Z,143583.810371,1687,265.728994,224541
2024-12-20T05:13:49Z,143577.570383,1689,265.411348,224538
2024-12-20T05:15:51Z,143954.797933,1691,265.092090,224533
2024-12-20T05:17:55Z,143780.029233,1693,264.777123,224531
2024-12-20T05:19:57Z,143449.041757,1695,264.420495,224493
2024-12-20T05:21:59Z,143521.207561,1697,264.088235,224475
2024-12-20T05:24:03Z,143698.624624,1699,263.775558,224473
2024-12-20T05:26:07Z,143604.911487,1701,263.464789,224472
2024-12-20T05:28:12Z,143395.708674,1703,263.145369,224463
2024-12-20T05:30:15Z,143579.655949,1705,262.836066,224462
2024-12-20T05:32:19Z,143598.175190,1707,262.415205,224365
2024-12-20T05:34:13Z,143524.271745,1709,262.103972,224361
2024-12-20T05:40:46Z,143559.533791,1711,261.795799,224359
2024-12-20T05:42:25Z,143340.347478,1713,261.488345,224357
2024-12-20T05:44:00Z,143497.506496,1715,261.181607,224355
2024-12-20T05:45:35Z,143860.457208,1717,260.876744,224354
2024-12-20T05:52:09Z,143915.220790,1719,260.572590,224353
2024-12-20T05:53:44Z,143786.144729,1721,260.269142,224352
2024-12-20T05:55:13Z,143710.299084,1723,259.961761,224347
2024-12-20T05:56:44Z,143807.720398,1725,259.659722,224346
2024-12-20T06:28:18Z,143746.993634,1727,259.357225,224344
2024-12-20T06:29:52Z,143669.906552,1729,259.054273,224341
2024-12-20T06:31:24Z,143530.015005,1731,258.740484,224328
2024-12-20T06:32:54Z,143502.366231,1733,258.441244,224327
2024-12-20T06:44:26Z,143649.957781,1735,258.142693,224326
2024-12-20T06:45:56Z,143530.824882,1737,257.841379,224322
2024-12-20T06:47:31Z,143399.730611,1739,257.544202,224321
2024-12-20T06:49:06Z,143517.057186,1741,257.247706,224320
2024-12-20T06:55:42Z,143541.450852,1743,256.947308,224315
2024-12-20T06:57:15Z,143567.273555,1745,256.649886,224312
2024-12-20T06:58:43Z,143633.364159,1747,256.355429,224311
2024-12-20T07:00:19Z,143701.235028,1749,256.053653,224303
2024-12-20T07:06:45Z,143792.244110,1751,255.760547,224302
2024-12-20T07:08:14Z,143747.035748,1753,255.468109,224301
2024-12-20T07:09:43Z,143608.442298,1755,255.172924,224297
